Run,Efficiency,Epack_Wh_kg,L_over_D,Harvest_kW,SiC_Gain,Range_km
1308,0.7,492.288749296726,20.3478815904776,7.03965614009936,1.266085193788,4322.30983424056
1309,0.98,315.137122802238,24.6348195633235,18.8306052576763,1.0048116644782,3915.79173378498
1310,0.893348281201099,343.204298701202,26.0026109382279,18.3193918517071,1.6568920686249,3881.60892098946
1311,0.98,325.429572490325,19.6959895152037,10.2797360003211,1.18476332265781,4016.73468684743
1312,0.913429582522556,442.052213005182,25.7785216350193,22.7329905536037,1.43605401551821,5109.58956294379
1313,0.901233273191861,689.81067269965,28.0451760249479,2.59995654346501,1,7778.03363253478
1314,0.965795473044802,521.272543850246,23.6087814873909,20.7529938021192,1,6353.16273081259
1315,0.98,575.476299400155,26.6108305534906,14.4234286104094,1.01399878329154,7091.98954776651
1316,0.862139519137247,420.345617772775,18.3552000305422,5.73908015476871,1.114223636809,4544.80077314063
1317,0.931326963698789,380.735481575232,22.9760289318433,6.78166109515919,1.24024145698386,4451.31308185798
1318,0.861248316270166,389.833867418555,15,19.4295726202696,1,4246.99808435664
1319,0.886666292482551,619.94984463645,16.0237965921371,11.6112932877284,1,6901.99390547276
1320,0.860583069428673,282.612256643014,25.5490766465066,9.55370549459055,1.43809980407991,3064.80681259697
1321,0.914819532309895,579.039091325086,25.768703823703,13.0956288159803,1,6657.39379502573
